Cod.;Espacio Academico;Dia;Hora;Sede;Edificio;Salon;Docente;Grupo;Proyecto curricular;Facultad
454;BASES DE DATOS II;LUNES;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 412;SIERRA VIRGUEZ CARLOS ANDRES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
454;BASES DE DATOS II;LUNES;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 412;SIERRA VIRGUEZ CARLOS ANDRES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
454;BASES DE DATOS II;MARTES;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 500;SIERRA VIRGUEZ CARLOS ANDRES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
454;BASES DE DATOS II;MARTES;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 500;SIERRA VIRGUEZ CARLOS ANDRES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
454;BASES DE DATOS II;JUEVES;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 702;ORDO?EZ SALINAS SONIA DEL CARMEN;020-81;INGENIERIA DE SISTEMAS;Ingenieria
454;BASES DE DATOS II;JUEVES;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 702;ORDO?EZ SALINAS SONIA DEL CARMEN;020-81;INGENIERIA DE SISTEMAS;Ingenieria
463;GEOMATICA II;MIERCOLES;06:00 - 07:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 702;GONZALEZ BUITRAGO GABRIEL HERNAN;020-81;INGENIERIA DE SISTEMAS;Ingenieria
463;GEOMATICA II;MIERCOLES;07:00 - 08:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 702;GONZALEZ BUITRAGO GABRIEL HERNAN;020-81;INGENIERIA DE SISTEMAS;Ingenieria
463;GEOMATICA II;VIERNES;06:00 - 07:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 702;GONZALEZ BUITRAGO GABRIEL HERNAN;020-81;INGENIERIA DE SISTEMAS;Ingenieria
463;GEOMATICA II;VIERNES;07:00 - 08:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 702;GONZALEZ BUITRAGO GABRIEL HERNAN;020-81;INGENIERIA DE SISTEMAS;Ingenieria
464;GESTION TECNOLOGICA;LUNES;18:00 - 19:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 706;MOLINA  ROMERO LEONARDO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
464;GESTION TECNOLOGICA;LUNES;19:00 - 20:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 706;MOLINA  ROMERO LEONARDO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
464;GESTION TECNOLOGICA;MIERCOLES;18:00 - 19:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 707;MOLINA  ROMERO LEONARDO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
464;GESTION TECNOLOGICA;MIERCOLES;19:00 - 20:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 707;MOLINA  ROMERO LEONARDO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
469;CIENCIAS DE LA COMPUTACION III;MIERCOLES;06:00 - 07:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 504;RAMIREZ AREVALO HELIO HENRY;020-81;INGENIERIA DE SISTEMAS;Ingenieria
469;CIENCIAS DE LA COMPUTACION III;MIERCOLES;07:00 - 08:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 504;RAMIREZ AREVALO HELIO HENRY;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 204;SAENZ LESMES ROSS MARY;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 204;SAENZ LESMES ROSS MARY;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 311;SAENZ LESMES ROSS MARY;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 311;SAENZ LESMES ROSS MARY;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 203;SAENZ LESMES ROSS MARY;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 203;SAENZ LESMES ROSS MARY;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 203;GARCIA MARTIN ISMAEL;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 203;GARCIA MARTIN ISMAEL;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 311;GARCIA MARTIN ISMAEL;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 311;GARCIA MARTIN ISMAEL;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 201;GARCIA MARTIN ISMAEL;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 201;GARCIA MARTIN ISMAEL;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;06:00 - 07:00;CALLE 40;SABIO CALDAS;AULA 202;NEIRA SANABRIA GLORIA INES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;07:00 - 08:00;CALLE 40;SABIO CALDAS;AULA 202;NEIRA SANABRIA GLORIA INES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;06:00 - 07:00;CALLE 40;SABIO CALDAS;AULA 202;NEIRA SANABRIA GLORIA INES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;07:00 - 08:00;CALLE 40;SABIO CALDAS;AULA 202;NEIRA SANABRIA GLORIA INES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;06:00 - 07:00;CALLE 40;SABIO CALDAS;AULA 201;NEIRA SANABRIA GLORIA INES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;07:00 - 08:00;CALLE 40;SABIO CALDAS;AULA 201;NEIRA SANABRIA GLORIA INES;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 202;VILLADA DIAZ JOSE;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 202;VILLADA DIAZ JOSE;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 202;VILLADA DIAZ JOSE;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 202;VILLADA DIAZ JOSE;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 202;VILLADA DIAZ JOSE;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 202;VILLADA DIAZ JOSE;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 201;LEON PARADA FERNANDO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 201;LEON PARADA FERNANDO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 201;LEON PARADA FERNANDO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 201;LEON PARADA FERNANDO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 201;LEON PARADA FERNANDO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 201;LEON PARADA FERNANDO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;14:00 - 15:00;CALLE 40;SABIO CALDAS;AULA 201;MARIN GAVIRIA ISAIAS DAVID;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;LUNES;15:00 - 16:00;CALLE 40;SABIO CALDAS;AULA 201;MARIN GAVIRIA ISAIAS DAVID;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;14:00 - 15:00;CALLE 40;SABIO CALDAS;AULA 201;MARIN GAVIRIA ISAIAS DAVID;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;MIERCOLES;15:00 - 16:00;CALLE 40;SABIO CALDAS;AULA 201;MARIN GAVIRIA ISAIAS DAVID;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;14:00 - 15:00;CALLE 40;SABIO CALDAS;AULA 201;MARIN GAVIRIA ISAIAS DAVID;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25941;CALCULO DIFERENCIAL;VIERNES;15:00 - 16:00;CALLE 40;SABIO CALDAS;AULA 201;MARIN GAVIRIA ISAIAS DAVID;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;LUNES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 802;BERMUDEZ MANJARRES ANDRES DARIO;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;LUNES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 802;BERMUDEZ MANJARRES ANDRES DARIO;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MIERCOLES;08:00 - 09:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;BERMUDEZ MANJARRES ANDRES DARIO;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MIERCOLES;09:00 - 10:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;BERMUDEZ MANJARRES ANDRES DARIO;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 600;BERMUDEZ MANJARRES ANDRES DARIO;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 600;BERMUDEZ MANJARRES ANDRES DARIO;020-71;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;LUNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 305;DUARTE CHAVEZ JAVIER ALBERTO;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;LUNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 305;DUARTE CHAVEZ JAVIER ALBERTO;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MIERCOLES;12:00 - 13:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;DUARTE CHAVEZ JAVIER ALBERTO;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MIERCOLES;13:00 - 14:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;DUARTE CHAVEZ JAVIER ALBERTO;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 802;DUARTE CHAVEZ JAVIER ALBERTO;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 802;DUARTE CHAVEZ JAVIER ALBERTO;020-72;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;06:00 - 07:00;CALLE 40;SABIO CALDAS;AULA 202;HURTADO BETANCOURT JUAN CARLOS;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;07:00 - 08:00;CALLE 40;SABIO CALDAS;AULA 202;HURTADO BETANCOURT JUAN CARLOS;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;06:00 - 07:00;CALLE 40;SABIO CALDAS;AULA 305;HURTADO BETANCOURT JUAN CARLOS;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;07:00 - 08:00;CALLE 40;SABIO CALDAS;AULA 305;HURTADO BETANCOURT JUAN CARLOS;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;10:00 - 11:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;JARA  HUERFANO ALVARO   ESNEIDER;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;11:00 - 12:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;JARA  HUERFANO ALVARO   ESNEIDER;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 202;JARA  HUERFANO ALVARO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 202;JARA  HUERFANO ALVARO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 202;JARA  HUERFANO ALVARO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 202;JARA  HUERFANO ALVARO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;16:00 - 17:00;CALLE 40;SABIO CALDAS;LABORATORIO 3;GARZON VELANDIA RAFAEL;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;17:00 - 18:00;CALLE 40;SABIO CALDAS;LABORATORIO 3;GARZON VELANDIA RAFAEL;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;06:00 - 07:00;CALLE 40;SABIO CALDAS;AULA 204;RAMIREZ POSADA MARTA PATRICIA;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;07:00 - 08:00;CALLE 40;SABIO CALDAS;AULA 204;RAMIREZ POSADA MARTA PATRICIA;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;06:00 - 07:00;CALLE 40;SABIO CALDAS;AULA 205;RAMIREZ POSADA MARTA PATRICIA;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;07:00 - 08:00;CALLE 40;SABIO CALDAS;AULA 205;RAMIREZ POSADA MARTA PATRICIA;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;06:00 - 07:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;RAMIREZ POSADA MARTA PATRICIA;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;07:00 - 08:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;RAMIREZ POSADA MARTA PATRICIA;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;16:00 - 17:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;GARZON VELANDIA RAFAEL EDUARDO;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;17:00 - 18:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;GARZON VELANDIA RAFAEL EDUARDO;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;16:00 - 17:00;CALLE 40;SABIO CALDAS;AULA 204;MARIN MEDINA NATHALY MELINA;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;17:00 - 18:00;CALLE 40;SABIO CALDAS;AULA 204;MARIN MEDINA NATHALY MELINA;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 203;MARIN MEDINA NATHALY MELINA;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 203;MARIN MEDINA NATHALY MELINA;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;08:00 - 09:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;RAMIREZ POSADA MARTA PATRICIA;020-85;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;09:00 - 10:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;RAMIREZ POSADA MARTA PATRICIA;020-85;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 804;RAMIREZ POSADA MARTA PATRICIA;020-85;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 804;RAMIREZ POSADA MARTA PATRICIA;020-85;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 801;RAMIREZ POSADA MARTA PATRICIA;020-85;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 801;RAMIREZ POSADA MARTA PATRICIA;020-85;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;12:00 - 13:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;GARZON VELANDIA RAFAEL EDUARDO;020-86;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;13:00 - 14:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;GARZON VELANDIA RAFAEL EDUARDO;020-86;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 804;VILLAMIL MENDOZA LUIS EDUARDO;020-86;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 804;VILLAMIL MENDOZA LUIS EDUARDO;020-86;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;16:00 - 17:00;CALLE 40;SABIO CALDAS;AULA 600;VILLAMIL MENDOZA LUIS EDUARDO;020-86;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;17:00 - 18:00;CALLE 40;SABIO CALDAS;AULA 600;VILLAMIL MENDOZA LUIS EDUARDO;020-86;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;08:00 - 09:00;CALLE 40;SABIO CALDAS;LABORATORIO 2;HURTADO BETANCOURT JUAN CARLOS;020-87;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MARTES;09:00 - 10:00;CALLE 40;SABIO CALDAS;LABORATORIO 2;HURTADO BETANCOURT JUAN CARLOS;020-87;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 802;HURTADO BETANCOURT JUAN CARLOS;020-87;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;JUEVES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 802;HURTADO BETANCOURT JUAN CARLOS;020-87;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;06:00 - 07:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;MARIN MEDINA NATHALY MELINA;020-87;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;SABADO;07:00 - 08:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;MARIN MEDINA NATHALY MELINA;020-87;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;LUNES;16:00 - 17:00;CALLE 40;SABIO CALDAS;AULA 204;BERMUDEZ MANJARRES ANDRES DARIO;020-88;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;LUNES;17:00 - 18:00;CALLE 40;SABIO CALDAS;AULA 204;BERMUDEZ MANJARRES ANDRES DARIO;020-88;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MIERCOLES;16:00 - 17:00;CALLE 40;SABIO CALDAS;LABORATORIO 1;BERMUDEZ MANJARRES ANDRES DARIO;020-88;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;MIERCOLES;17:00 - 18:00;CALLE 40;SABIO CALDAS;LABORATORIO 1;BERMUDEZ MANJARRES ANDRES DARIO;020-88;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;16:00 - 17:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;QUI?ONES SERRANO JORGE  ARTURO;020-88;INGENIERIA DE SISTEMAS;Ingenieria
25942;FISICA NEWTONIANA;VIERNES;17:00 - 18:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;QUI?ONES SERRANO JORGE  ARTURO;020-88;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;MIERCOLES;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 202;VEGA VEGA ANSELMO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;MIERCOLES;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 202;VEGA VEGA ANSELMO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;JUEVES;16:00 - 17:00;CALLE 40;SABIO CALDAS;AULA 202;RINCON ROJAS EDGAR JACINTO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;JUEVES;17:00 - 18:00;CALLE 40;SABIO CALDAS;AULA 202;RINCON ROJAS EDGAR JACINTO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;LUNES;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 202;VEGA VEGA ANSELMO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;LUNES;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 202;VEGA VEGA ANSELMO;020-83;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;JUEVES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 201;DIAZ HERNANDEZ MARIA FERNANDA;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25943;SEMINARIO DE INTRODUCCION A INGENIERIA;JUEVES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 201;DIAZ HERNANDEZ MARIA FERNANDA;020-84;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;MIERCOLES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 804;RAMIREZ POSADA MARTA PATRICIA;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;MIERCOLES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 804;RAMIREZ POSADA MARTA PATRICIA;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;VIERNES;08:00 - 09:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;DUARTE CHAVEZ JAVIER ALBERTO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;VIERNES;09:00 - 10:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 02;DUARTE CHAVEZ JAVIER ALBERTO;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;SABADO;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 600;RAMIREZ POSADA MARTA PATRICIA;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;SABADO;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 600;RAMIREZ POSADA MARTA PATRICIA;020-81;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;LUNES;16:00 - 17:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 03;GARZON VELANDIA RAFAEL EDUARDO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;LUNES;17:00 - 18:00;CALLE 40;SABIO CALDAS;LABORATORIO DE FISICA 03;GARZON VELANDIA RAFAEL EDUARDO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
25944;ELECTROMAGNETISMO;MIERCOLES;16:00 - 17:00;CALLE 34;CALLE 34;AULA 403;DUARTE CHAVEZ JAVIER ALBERTO;020-82;INGENIERIA DE SISTEMAS;Ingenieria
