Cod.;Espacio Academico;Dia;Hora;Sede;Edificio;Salon;Docente;Grupo;Proyecto curricular;Facultad
1;CALCULO DIFERENCIAL;MARTES;06:00 - 07:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;ALGARIN  MEZA NELSON JORGE;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;MARTES;07:00 - 08:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;ALGARIN  MEZA NELSON JORGE;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;JUEVES;06:00 - 07:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 904;ALGARIN  MEZA NELSON JORGE;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;JUEVES;07:00 - 08:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 904;ALGARIN  MEZA NELSON JORGE;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;SABADO;10:00 - 11:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;ALGARIN  MEZA NELSON JORGE;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;SABADO;11:00 - 12:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;ALGARIN  MEZA NELSON JORGE;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;LUNES;14:00 - 15:00;CALLE 40;SABIO CALDAS;AULA 301;GARCIA SANTAMARIA RAMON FERNANDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;LUNES;15:00 - 16:00;CALLE 40;SABIO CALDAS;AULA 301;GARCIA SANTAMARIA RAMON FERNANDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;MIERCOLES;14:00 - 15:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 804;GARCIA SANTAMARIA RAMON FERNANDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;MIERCOLES;15:00 - 16:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 804;GARCIA SANTAMARIA RAMON FERNANDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;JUEVES;14:00 - 15:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 806;GARCIA SANTAMARIA RAMON FERNANDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;JUEVES;15:00 - 16:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 806;GARCIA SANTAMARIA RAMON FERNANDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;LUNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 301;SAENZ LESMES ROSS MARY;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;LUNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 301;SAENZ LESMES ROSS MARY;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;MIERCOLES;12:00 - 13:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;SAENZ LESMES ROSS MARY;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;MIERCOLES;13:00 - 14:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;SAENZ LESMES ROSS MARY;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;VIERNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 205;SAENZ LESMES ROSS MARY;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;VIERNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 205;SAENZ LESMES ROSS MARY;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;LUNES;12:00 - 13:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 808;ALGARIN  MEZA NELSON JORGE;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;LUNES;13:00 - 14:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 808;ALGARIN  MEZA NELSON JORGE;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;VIERNES;12:00 - 13:00;CALLE 40;SABIO CALDAS;AULA 206;ALGARIN  MEZA NELSON JORGE;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;VIERNES;13:00 - 14:00;CALLE 40;SABIO CALDAS;AULA 206;ALGARIN  MEZA NELSON JORGE;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;SABADO;12:00 - 13:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;ALGARIN  MEZA NELSON JORGE;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
1;CALCULO DIFERENCIAL;SABADO;13:00 - 14:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;ALGARIN  MEZA NELSON JORGE;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 600;BERNAL PE?A YURI CRISTIAN;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 600;BERNAL PE?A YURI CRISTIAN;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;12:00 - 13:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;13:00 - 14:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;12:00 - 13:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;13:00 - 14:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;BERNAL PE?A YURI CRISTIAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;12:00 - 13:00;CALLE 34;CALLE 34;AULA 203;BERNAL PE?A YURI CRISTIAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;13:00 - 14:00;CALLE 34;CALLE 34;AULA 203;BERNAL PE?A YURI CRISTIAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;SABADO;10:00 - 11:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;SABADO;11:00 - 12:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;LUNES;14:00 - 15:00;CALLE 34;CALLE 34;AULA 502;BOHORQUEZ RAIRAN ANGELA MARCELA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;LUNES;15:00 - 16:00;CALLE 34;CALLE 34;AULA 502;BOHORQUEZ RAIRAN ANGELA MARCELA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;14:00 - 15:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 704;BOHORQUEZ RAIRAN ANGELA MARCELA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;15:00 - 16:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 704;BOHORQUEZ RAIRAN ANGELA MARCELA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;14:00 - 15:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 704;BOHORQUEZ RAIRAN ANGELA MARCELA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;15:00 - 16:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 704;BOHORQUEZ RAIRAN ANGELA MARCELA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;LUNES;06:00 - 07:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;CIFUENTES CONTRERAS GERMAN;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;LUNES;07:00 - 08:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;CIFUENTES CONTRERAS GERMAN;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;06:00 - 07:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;CIFUENTES CONTRERAS GERMAN;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MIERCOLES;07:00 - 08:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 306;CIFUENTES CONTRERAS GERMAN;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;06:00 - 07:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;CIFUENTES CONTRERAS GERMAN;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;VIERNES;07:00 - 08:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;CIFUENTES CONTRERAS GERMAN;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;12:00 - 13:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;MARTES;13:00 - 14:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;JUEVES;10:00 - 11:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;SALA DE SISTEMAS 902;RUBIO ZAFRA DAVID MAURICIO;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;JUEVES;11:00 - 12:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;SALA DE SISTEMAS 902;RUBIO ZAFRA DAVID MAURICIO;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;SABADO;08:00 - 09:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
2;PROGRAMACION BASICA;SABADO;09:00 - 10:00;CALLE 40;SABIO CALDAS;SALA DE INFORMATICA 703;RUBIO ZAFRA DAVID MAURICIO;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;MARTES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AULA 202;VILLAMIL MENDOZA LUIS EDUARDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;JUEVES;09:00 - 10:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 909;VILLAMIL MENDOZA LUIS EDUARDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;06:00 - 07:00;CALLE 40;SABIO CALDAS;LABORATORIO 3;VILLAMIL MENDOZA LUIS EDUARDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;07:00 - 08:00;CALLE 40;SABIO CALDAS;LABORATORIO 3;VILLAMIL MENDOZA LUIS EDUARDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;MARTES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AULA 202;VILLAMIL MENDOZA LUIS EDUARDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;JUEVES;08:00 - 09:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 909;VILLAMIL MENDOZA LUIS EDUARDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;08:00 - 09:00;CALLE 40;SABIO CALDAS;LABORATORIO 3;VILLAMIL MENDOZA LUIS EDUARDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;09:00 - 10:00;CALLE 40;SABIO CALDAS;LABORATORIO 3;VILLAMIL MENDOZA LUIS EDUARDO;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;MARTES;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 203;CASTRILLON CAMACHO ARJUNA;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;JUEVES;06:00 - 07:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 909;CASTRILLON CAMACHO ARJUNA;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;12:00 - 13:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;13:00 - 14:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;MARTES;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 203;CASTRILLON CAMACHO ARJUNA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;JUEVES;07:00 - 08:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 909;CASTRILLON CAMACHO ARJUNA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;14:00 - 15:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;15:00 - 16:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-64;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;LUNES;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 301;CASTRILLON CAMACHO ARJUNA;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;JUEVES;10:00 - 11:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 909;CASTRILLON CAMACHO ARJUNA;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;08:00 - 09:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;09:00 - 10:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-65;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;LUNES;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 301;CASTRILLON CAMACHO ARJUNA;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;JUEVES;11:00 - 12:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 909;CASTRILLON CAMACHO ARJUNA;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;10:00 - 11:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
3;FISICA I: MECANICA NEWTONIANA;SABADO;11:00 - 12:00;CALLE 40;SABIO CALDAS;LABORATORIO FISICA 1;CASTRILLON CAMACHO ARJUNA;025-66;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
4;CATEDRA FRANCISCO JOSE DE CALDAS;MARTES;08:00 - 09:00;CALLE 40;SABIO CALDAS;AUDITORIO;RUANO MIRANDA ALBERTO FRANCISCO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
4;CATEDRA FRANCISCO JOSE DE CALDAS;MARTES;09:00 - 10:00;CALLE 40;SABIO CALDAS;AUDITORIO;RUANO MIRANDA ALBERTO FRANCISCO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
4;CATEDRA FRANCISCO JOSE DE CALDAS;DOMINGO;06:00 - 07:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;RUANO MIRANDA ALBERTO FRANCISCO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
4;CATEDRA FRANCISCO JOSE DE CALDAS;DOMINGO;07:00 - 08:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;RUANO MIRANDA ALBERTO FRANCISCO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;VIERNES;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 205;CIFUENTES CRUZ WILLIAM;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;VIERNES;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 205;CIFUENTES CRUZ WILLIAM;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;SABADO;12:00 - 13:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 905;CIFUENTES CRUZ WILLIAM;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;VIERNES;14:00 - 15:00;CALLE 40;SABIO CALDAS;AULA 206;ALAPE VERGARA ROSSEMBER;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;VIERNES;15:00 - 16:00;CALLE 40;SABIO CALDAS;AULA 206;ALAPE VERGARA ROSSEMBER;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;SABADO;10:00 - 11:00;CALLE 40;SABIO CALDAS;AULA 206;ALAPE VERGARA ROSSEMBER;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;SABADO;11:00 - 12:00;CALLE 40;SABIO CALDAS;AULA 206;ALAPE VERGARA ROSSEMBER;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;MARTES;14:00 - 15:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;BEJARANO MARTIN JORGE DANIEL;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;MARTES;15:00 - 16:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 809;BEJARANO MARTIN JORGE DANIEL;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;JUEVES;14:00 - 15:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 905;BEJARANO MARTIN JORGE DANIEL;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
5;PRODUCCION Y COMPRENSION DE TEXTOS;JUEVES;15:00 - 16:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA DE CLASE 905;BEJARANO MARTIN JORGE DANIEL;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;10:00 - 11:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;TORRES COLMENARES OSCAR FERNANDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;10:00 - 11:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;ACU?A CARVAJAL HERNANDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;11:00 - 12:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;TORRES COLMENARES OSCAR FERNANDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;11:00 - 12:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;ACU?A CARVAJAL HERNANDO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;10:00 - 11:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;CASTRO ORTEGA CARLOS HERNAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;11:00 - 12:00;CALLE 40;SABIO CALDAS;AUDITORIO;CASTRO ORTEGA CARLOS HERNAN;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;10:00 - 11:00;CALLE 40;SABIO CALDAS;AUDITORIO;AVILA ANGULO MIGUEL ANTONIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
6;SEMINARIO DE INGENIERIA;LUNES;11:00 - 12:00;POR ASIGNAR;POR ASIGNAR;POR ASIGNAR;AVILA ANGULO MIGUEL ANTONIO;025-63;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
7;CALCULO INTEGRAL;LUNES;16:00 - 17:00;CALLE 40;SABIO CALDAS;AULA 301;GUZMAN GONZALEZ MAURICIO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
7;CALCULO INTEGRAL;LUNES;17:00 - 18:00;CALLE 40;SABIO CALDAS;AULA 301;GUZMAN GONZALEZ MAURICIO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
7;CALCULO INTEGRAL;MIERCOLES;16:00 - 17:00;CALLE 40;SABIO CALDAS;AULA 205;GUZMAN GONZALEZ MAURICIO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
7;CALCULO INTEGRAL;MIERCOLES;17:00 - 18:00;CALLE 40;SABIO CALDAS;AULA 205;GUZMAN GONZALEZ MAURICIO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
7;CALCULO INTEGRAL;VIERNES;16:00 - 17:00;CALLE 40;SABIO CALDAS;AULA 301;GUZMAN GONZALEZ MAURICIO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
7;CALCULO INTEGRAL;VIERNES;17:00 - 18:00;CALLE 40;SABIO CALDAS;AULA 301;GUZMAN GONZALEZ MAURICIO;025-61;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
7;CALCULO INTEGRAL;LUNES;06:00 - 07:00;EDIFICIO CRISANTO LUQUE;EDIFICIO CRISANTO LUQUE;AULA 806;GONZALEZ NI?O ESPERANZA;025-62;INGENIERIA CATASTRAL Y GEODESIA;Ingenieria
